39.05,-10.14
-27.73,-10.65
-144.21,-18.11
-34.40,-19.56
-6.85,-18.74
71.85,-12.58
-92.23,-15.27
88.36,-8.88
-0.59,-7.60
-33.43,-8.66
-41.10,-12.13
-33.73,-14.60
-16.58,-14.36
52.47,-8.42
93.25,-0.77
87.14,3.74
34.89,5.26
-20.53,4.38
-36.82,2.93
-40.32,1.58
-31.76,0.31
41.46,2.89
75.23,8.86
63.89,16.16
42.75,23.94
17.15,30.24
-21.50,33.59
-47.48,34.60
-39.85,27.48
15.42,22.10
47.71,18.51
52.47,24.72
47.19,32.40
30.45,38.25
-50.20,36.35
-47.39,27.11
-14.97,20.02
15.47,14.89
27.43,21.82
50.21,29.34
104.89,39.40
167.79,41.26
-53.87,31.75
-9.76,24.58
168.58,30.68
2.13,35.69
-9.19,39.52
142.25,48.70
112.87,47.50
7.68,40.82
166.96,43.65
8.07,48.19
5.05,52.29
-120.83,49.41
119.40,48.21
25.96,42.57
11.81,36.05
12.56,38.14
9.90,43.07
-1.24,46.84
92.76,44.64
39.21,39.59
15.24,35.38
20.41,38.18
18.32,43.21
6.27,47.30
160.89,52.13
79.79,48.65
16.54,42.42
157.58,51.30
15.46,55.37
-8.07,58.47
175.55,65.71
125.25,64.25
-1.63,55.97
17.76,49.30
17.30,53.02
11.46,56.99
19.21,61.12
130.06,63.13
53.85,57.71
4.83,50.37
11.96,44.18
19.80,43.70
16.93,48.59
18.87,53.29
17.78,57.12
160.64,64.78
128.11,63.31
18.72,56.15
21.16,50.06
155.46,61.99
8.87,65.04
-155.01,59.65
-168.94,42.66
10.24,35.43
4.20,28.24
18.77,29.26
26.66,34.93
40.78,40.55
76.92,36.91
25.75,31.02
17.53,25.00
11.32,26.22
12.93,29.99
29.05,28.89
18.90,23.35
12.24,19.29
9.75,18.09
11.57,18.23
14.14,17.64
15.99,15.63
9.02,12.24
7.89,9.88
5.30,8.90
2.35,7.80
1.51,6.02
178.56,13.90
-0.05,13.42
0.06,12.93
0.18,12.38
0.16,11.81
0.46,11.26
0.86,10.76
0.93,10.28
1.14,9.81
-0.67,9.28
-2.92,8.68
-0.75,8.14
-0.78,7.79
-0.26,7.32
0.71,6.94
0.34,6.58
0.09,6.21
0.59,5.89
0.25,5.57
0.47,5.26
0.28,4.96
0.77,4.69
0.41,4.42
0.51,4.16
0.63,3.91
0.75,3.69
0.42,3.46
0.75,3.25
0.51,3.03
0.40,2.82
0.31,2.62
0.47,2.43
0.56,2.26
0.44,2.09
0.45,1.93
0.35,1
