4,-201
1272,-128,15820,-476,-119,-204
1400,-136,15624,-476,-130,-207
1308,-92,15652,-468,-126,-211
1304,-164,15588,-504,-120,-209
1280,-92,15620,-497,-138,-237
1380,-80,15668,-473,-142,-180
1352,-168,15652,-482,-159,-177
1284,-76,15780,-490,-152,-201
1320,-276,15640,-474,-158,-198
1228,-136,15660,-475,-131,-227
1388,-80,15756,-499,-159,-192
1340,16,15668,-482,-160,-202
1296,-80,15568,-482,-144,-235
1340,-64,15580,-485,-142,-217
1516,-52,15812,-460,-151,-237
1164,-164,15724,-472,-171,-213
1312,-132,15796,-487,-177,-198
1296,-256,15728,-459,-187,-197
1132,-152,15572,-494,-192,-244
1428,-176,15716,-495,-150,-208
1284,36,15520,-458,-172,-185
1368,-108,15640,-508,-183,-203
1420,-80,15584,-505,-108,-226
1432,-232,15716,-454,-116,-208
1356,-180,15456,-453,-103,-190
1108,-172,15736,-496,-92,-225
1320,-56,15744,-498,-171,-210
1372,-144,15540,-471,-179,-205
1340,-108,15700,-482,-124,-200
1380,-24,15716,-484,-158,-187
1288,-112,15520,-485,-115,-205
1372,-132,15760,-506,-115,-226
1392,-176,15568,-487,-145,-199
1256,-204,15600,-498,-103,-200
1272,-60,15736,-484,-120,-199
1236,-52,15716,-506,-152,-199
1300,-96,15600,-480,-159,-222
1296,-96,15812,-492,-146,-196
1432,-52,15496,-501,-131,-214
